ano,faixa_idade,genero,estado,nivel_ensino,cargo_atual,faixa_salarial,tempo_experiencia_dados,linguagem_mais_usada,cor_raca_etnia
2024,22-24,Masculino,São Paulo (SP),Estudante de Graduação,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,SQL,Amarela
2024,22-24,Masculino,São Paulo (SP),Não tenho graduação formal,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,SQL,Branca
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Branca
2024,22-24,Masculino,Paraná (PR),Estudante de Graduação,Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,,Branca
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Parda
2024,22-24,Masculino,São Paulo (SP),Pós-graduação,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Masculino,Paraná (PR),Pós-graduação,Analista de Negócios/Business Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Branca
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Python,Branca
2024,22-24,Feminino,Rio de Janeiro (RJ),Estudante de Graduação,Cientista de Dados/Data Scientist,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,,Branca
2024,22-24,Feminino,São Paulo (SP),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Masculino,São Paulo (SP),Pós-graduação,,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,Branca
2024,22-24,Feminino,São Paulo (SP),Graduação/Bacharelado,Analista de Negócios/Business Analyst,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,SQL,Parda
2024,22-24,Masculino,São Paulo (SP),Pós-graduação,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Python,Preta
2024,22-24,Masculino,Bahia (BA),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Python,Branca
2024,22-24,Feminino,São Paulo (SP),Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,,Branca
2024,22-24,Masculino,Paraíba (PB),Graduação/Bacharelado,,,,,Parda
2024,22-24,Feminino,São Paulo (SP),Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,SQL,Parda
2024,22-24,Masculino,Distrito Federal (DF),Estudante de Graduação,Analista de Dados/Data Analyst,de R$ 1.001/mês a R$ 2.000/mês,de 3 a 4 anos,Python,Branca
2024,22-24,Masculino,São Paulo (SP),Estudante de Graduação,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Python,Branca
2024,22-24,Masculino,Minas Gerais (MG),Estudante de Graduação,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Python,Preta
2024,22-24,Feminino,São Paulo (SP),Estudante de Graduação,Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,SQL,Branca
2024,22-24,Masculino,Paraná (PR),Pós-graduação,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Branca
2024,22-24,Feminino,Espírito Santo (ES),Pós-graduação,,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,,Parda
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Feminino,São Paulo (SP),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,SQL,Branca
2024,22-24,Masculino,São Paulo (SP),Estudante de Graduação,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,SQL,Parda
2024,22-24,Feminino,Rio Grande do Sul (RS),Graduação/Bacharelado,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,SQL,Branca
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Python,Preta
2024,22-24,Masculino,São Paulo (SP),Pós-graduação,,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,Preta
2024,22-24,Masculino,Goiás (GO),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,SQL,Parda
2024,22-24,Masculino,Paraná (PR),Estudante de Graduação,Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,SQL,Branca
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Masculino,Rio de Janeiro (RJ),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Python,Preta
2024,22-24,Feminino,Rio de Janeiro (RJ),Pós-graduação,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,R,Parda
2024,22-24,Masculino,Piauí (PI),Graduação/Bacharelado,,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,,Parda
2024,22-24,Masculino,Ceará (CE),Pós-graduação,Analista de BI/BI Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,SQL,Branca
2024,22-24,Feminino,Pará (PA),Graduação/Bacharelado,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Python,Parda
2024,22-24,Masculino,Minas Gerais (MG),Graduação/Bacharelado,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 8.001/mês a R$ 12.000/mês,Não tenho experiência na área de dados,.NET,Branca
2024,22-24,Masculino,Ceará (CE),Pós-graduação,Analista de Negócios/Business Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,SQL,Branca
2024,22-24,Masculino,São Paulo (SP),Pós-graduação,Analytics Engineer,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,JavaScript,Preta
2024,22-24,Masculino,Minas Gerais (MG),Estudante de Graduação,Analista de BI/BI Analyst,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Python,Branca
2024,22-24,Feminino,São Paulo (SP),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,SQL,Amarela
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,SQL,Parda
2024,22-24,Masculino,Rio Grande do Sul (RS),Estudante de Graduação,,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,,Prefiro não informar
2024,22-24,Feminino,São Paulo (SP),Pós-graduação,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Python,Parda
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,SQL,Branca
2024,22-24,Masculino,Santa Catarina (SC),Mestrado,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Python,Parda
2024,22-24,Masculino,São Paulo (SP),Estudante de Graduação,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,SQL,Branca
2024,22-24,Masculino,Distrito Federal (DF),Graduação/Bacharelado,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Python,Parda
2024,22-24,Masculino,Minas Gerais (MG),Graduação/Bacharelado,Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Masculino,Paraná (PR),Graduação/Bacharelado,Analytics Engineer,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,SQL,Branca
2024,22-24,Masculino,Paraná (PR),Estudante de Graduação,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,SQL,Branca
2024,22-24,Feminino,Minas Gerais (MG),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Python,Branca
2024,22-24,Masculino,Paraná (PR),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,Python,Branca
2024,22-24,Feminino,Minas Gerais (MG),Estudante de Graduação,Analista de BI/BI Analyst,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,SQL,Branca
2024,22-24,Masculino,São Paulo (SP),Mestrado,Cientista de Dados/Data Scientist,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Masculino,Paraná (PR),Mestrado,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Masculino,Paraná (PR),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,SQL,Amarela
2024,22-24,Masculino,Rio de Janeiro (RJ),Graduação/Bacharelado,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,SQL,Branca
2024,22-24,Masculino,São Paulo (SP),Estudante de Graduação,Analista de Negócios/Business Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,,Parda
2024,22-24,Feminino,São Paulo (SP),Pós-graduação,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,SQL,Branca
2024,22-24,Masculino,Rio Grande do Sul (RS),Estudante de Graduação,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,SQL,Branca
2024,22-24,Feminino,Bahia (BA),Graduação/Bacharelado,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,Preta
2024,22-24,Masculino,Mato Grosso (MT),Pós-graduação,Analytics Engineer,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Python,Parda
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Outra Opção,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,,Branca
2024,22-24,Feminino,São Paulo (SP),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,SQL,Branca
2024,22-24,Feminino,Paraná (PR),Graduação/Bacharelado,,,,,Parda
2024,22-24,Masculino,Pernambuco (PE),Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,SQL,Branca
2024,22-24,Masculino,Paraná (PR),Graduação/Bacharelado,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Python,Branca
2024,22-24,Masculino,Paraná (PR),Estudante de Graduação,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,SQL,Branca
2024,22-24,Masculino,Ceará (CE),Estudante de Graduação,,,,,Parda
2024,22-24,Masculino,Minas Gerais (MG),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Python,Branca
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Feminino,Santa Catarina (SC),Pós-graduação,Analista de Suporte/Analista Técnico,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,,Parda
2024,22-24,Feminino,Santa Catarina (SC),Pós-graduação,Analista de Suporte/Analista Técnico,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,,Parda
2024,22-24,Masculino,Santa Catarina (SC),Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Python,Branca
2024,22-24,Masculino,Pernambuco (PE),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Masculino,Santa Catarina (SC),Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,SQL,Branca
2024,22-24,Masculino,Minas Gerais (MG),Estudante de Graduação,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Scala,Branca
2024,22-24,Masculino,Rio Grande do Sul (RS),Estudante de Graduação,Outra Opção,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,,Branca
2024,22-24,Feminino,Distrito Federal (DF),Graduação/Bacharelado,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Python,Branca
2024,22-24,Masculino,Bahia (BA),Estudante de Graduação,Outra Opção,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não utilizo nenhuma das linguagens listadas no trabalho,Preta
2024,22-24,Masculino,,Estudante de Graduação,,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,Parda
2024,22-24,Masculino,Minas Gerais (MG),Mestrado,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,SQL,Branca
2024,22-24,Masculino,Minas Gerais (MG),Pós-graduação,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,SQL,Branca
2024,22-24,Masculino,Rio Grande do Sul (RS),Pós-graduação,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Python,Branca
2024,22-24,Masculino,Rio de Janeiro (RJ),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,SQL,Branca
2024,22-24,Masculino,São Paulo (SP),Estudante de Graduação,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Python,Preta
2024,22-24,Masculino,Paraná (PR),Estudante de Graduação,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,SQL,Branca
2024,22-24,Masculino,Rio Grande do Sul (RS),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 5 a 6 anos,SQL,Branca
2024,22-24,Feminino,São Paulo (SP),Graduação/Bacharelado,,,,,Branca
2024,22-24,Masculino,São Paulo (SP),Mestrado,,,,,Branca
2024,22-24,Masculino,São Paulo (SP),Estudante de Graduação,Arquiteto de Dados/Data Architect,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,SQL,Branca
2024,22-24,Masculino,Rio de Janeiro (RJ),Graduação/Bacharelado,Outra Opção,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,,Branca
2024,22-24,Masculino,Minas Gerais (MG),Pós-graduação,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Python,Parda
2024,22-24,Masculino,Rio de Janeiro (RJ),Graduação/Bacharelado,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Python,Branca
2024,22-24,Masculino,São Paulo (SP),Pós-graduação,,de R$ 30.001/mês a R$ 40.000/mês,de 3 a 4 anos,,Parda
2024,22-24,Masculino,Rio Grande do Sul (RS),Graduação/Bacharelado,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Feminino,São Paulo (SP),Estudante de Graduação,Analista de Negócios/Business Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,,Branca
2024,22-24,Masculino,Rio Grande do Sul (RS),Pós-graduação,Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,SQL,Branca
2024,22-24,Feminino,Espírito Santo (ES),Estudante de Graduação,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,SQL,Parda
2024,22-24,Masculino,Paraná (PR),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Python,Amarela
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Masculino,Rio de Janeiro (RJ),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Masculino,Minas Gerais (MG),Estudante de Graduação,Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Preta
2024,22-24,Masculino,Paraná (PR),Estudante de Graduação,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,SQL,Amarela
2024,22-24,Masculino,Rio de Janeiro (RJ),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Python,Parda
2024,22-24,Masculino,Rio de Janeiro (RJ),Estudante de Graduação,Analista de BI/BI Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,SQL,Branca
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,JavaScript,Branca
2024,22-24,Feminino,São Paulo (SP),Pós-graduação,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,SQL,Branca
2024,22-24,Feminino,São Paulo (SP),Graduação/Bacharelado,,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,,Branca
2024,22-24,Masculino,Piauí (PI),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Python,Branca
2024,22-24,Feminino,São Paulo (SP),Estudante de Graduação,Analista de BI/BI Analyst,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,,Branca
2024,22-24,Masculino,Rio de Janeiro (RJ),Graduação/Bacharelado,Outra Opção,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,,Branca
2024,22-24,Masculino,Rio de Janeiro (RJ),Graduação/Bacharelado,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Masculino,Rio de Janeiro (RJ),Estudante de Graduação,,,,,Parda
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Masculino,Minas Gerais (MG),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,R,Branca
2024,22-24,Masculino,Ceará (CE),Mestrado,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Python,Branca
2024,22-24,Masculino,Paraíba (PB),Mestrado,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Python,Parda
2024,22-24,Masculino,Rio Grande do Sul (RS),Estudante de Graduação,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Branca
2024,22-24,Masculino,Rio Grande do Sul (RS),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,SQL,Preta
2024,22-24,Masculino,São Paulo (SP),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,SQL,Branca
2024,22-24,Masculino,Rio Grande do Norte (RN),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Python,Branca
2024,22-24,Masculino,Bahia (BA),Estudante de Graduação,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Python,Parda
2024,22-24,Masculino,Rio de Janeiro (RJ),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Python,Parda
2024,25-29,Masculino,Minas Gerais (MG),Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Python,Parda
2024,25-29,Masculino,São Paulo (SP),Graduação/Bacharelado,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Python,Branca
2024,25-29,Masculino,Santa Catarina (SC),Estudante de Graduação,Analista de BI/BI Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,SQL,Branca
2024,25-29,Masculino,Santa Catarina (SC),Pós-graduação,Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Python,Branca
2024,25-29,Feminino,Minas Gerais (MG),Estudante de Graduação,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,SQL,Parda
2024,25-29,Feminino,Santa Catarina (SC),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,SQL,Branca
2024,25-29,Masculino,São Paulo (SP),Graduação/Bacharelado,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,SQL,Parda
2024,25-29,Masculino,Paraná (PR),Pós-graduação,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,SQL,Branca
2024,25-29,Masculino,São Paulo (SP),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Python,Amarela
2024,25-29,Masculino,São Paulo (SP),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Parda
2024,25-29,Masculino,Paraíba (PB),Estudante de Graduação,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,SQL,Branca
2024,25-29,Masculino,Rio Grande do Sul (RS),Estudante de Graduação,Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,SQL,Branca
2024,25-29,Masculino,São Paulo (SP),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Parda
2024,25-29,Feminino,Paraíba (PB),Pós-graduação,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,SQL,Branca
2024,25-29,Masculino,Rio Grande do Norte (RN),Graduação/Bacharelado,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Branca
2024,25-29,Masculino,Minas Gerais (MG),Estudante de Graduação,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Python,Branca
2024,25-29,Feminino,Santa Catarina (SC),Pós-graduação,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,SQL,Parda
2024,25-29,Masculino,São Paulo (SP),Estudante de Graduação,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Python,Amarela
2024,25-29,Masculino,São Paulo (SP),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,SQL,Branca
2024,25-29,Masculino,São Paulo (SP),Graduação/Bacharelado,Outra Opção,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Branca
2024,25-29,Masculino,São Paulo (SP),Pós-graduação,,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,,Branca
2024,25-29,Masculino,Minas Gerais (MG),Graduação/Bacharelado,,,,,Parda
2024,25-29,Masculino,Mato Grosso do Sul (MS),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,SQL,Parda
2024,25-29,Masculino,Espírito Santo (ES),Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Python,Branca
2024,25-29,Masculino,São Paulo (SP),Pós-graduação,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Python,Branca
2024,25-29,Masculino,São Paulo (SP),Estudante de Graduação,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Scala,Parda
2024,25-29,Feminino,Minas Gerais (MG),Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,SQL,Preta
2024,25-29,Feminino,Santa Catarina (SC),Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,SQL,Branca
2024,25-29,Masculino,Rio de Janeiro (RJ),Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,SQL,Branca
